organizationName,organizationNames,description,location,startsOn,endsOn,categoryNames
Graphics Programming Knights,"['Game Development Knights', 'Graphics Programming Knights']","<p>Hey guys! We are excited to announce our upcoming game jam hosted in collaboration by&nbsp;<strong>Game Development Knights (GDK)</strong> and <strong>Graphics Programming Knights (GPK)</strong>. The game jam will run from October 10th-12th.</p>
<p><strong>Kick-Off Info</strong>:<br />📅 <strong>Date</strong>: 10/10/2025<br />🕒 <strong>Time</strong>: 3:00PM EST<br />📌 <strong>Location</strong>: UCF Downtown Campus CMB 182B</p>
<p><strong>What to Expect</strong>:<br />Learn about unity shaders through a workshop presented by GPK.<br />Get to create your own custom shader for your game. Mentors will be around to provide assistance.<br />Have fun and learn something new!</p>
<p><strong>How to Join</strong>:<br />Game Jam Server: https://discord.gg/zayhDbRjR8</p>
<p><em>This event is open to all skill levels - whether you&rsquo;re a seasoned jammer or just curious about making your first game!</em></p>",UCF Downtown Campus CMB 182B,2025-10-10 19:00:00+00:00,2025-10-12 19:00:00+00:00,[]
Society of Themed Entertainment Engineers and Leaders ,[],"<p>Come join us for a fun time of food, games, and community! We will have raffle prizes and a costume contest!! (Costumes stay appropriate.) We can't wait to see you all there!</p>",BA1 218,2025-10-12 17:00:00+00:00,2025-10-12 20:00:00+00:00,[]
Volunteer UCF,[],"<p>Join us to help run a family-friendly Trick-or-Treat Safe Zone event at the History Center and Orlando Public Library. Tasks may include assisting children and families as they participate in trick-or-treating, distributing candy or treats at designated stations, guiding guests through the event areas, and creating a fun and welcoming atmosphere. Volunteers will also help ensure the event remains safe and enjoyable for all participants by providing directions, answering questions, and supporting event organizers as needed.</p>
<p><span data-olk-copy-source=""MessageBody""><em><strong>We ask that volunteers wear UCF branded clothing!</strong></em></span></p>
<p>&nbsp;</p>
<p><strong>All Volunteers MUST:</strong></p>
<ul>
<li>Complete Volunteer UCF Covenant Not to Sue and Agreement to Hold Harmless Form on Knight Connect:&nbsp;<a href=""https://knightconnect.campuslabs.com/engage/submitter/form/start/190114"">https://knightconnect.campuslabs.com/engage/submitter/form/start/190114</a></li>
</ul>
<p><strong>GroupMe:</strong></p>
<ul>
<li>It is highly recommended that volunteers join the group on GroupMe to receive important updates/messages about the event. The link to join the group me will be provided in an email sent to volunteers who RSVP'd.</li>
</ul>
<p><strong>Date:</strong>&nbsp;Sunday, October 12th, 2025</p>
<p><strong>Time:</strong>&nbsp;2:00 p.m.- 4:00 p.m.</p>
<p><strong>Location:</strong></p>
<ul class=""MuiList-root MuiList-padding css-1ontqvh"">
<li class=""MuiListItem-root MuiListItem-gutters MuiListItem-padding css-1yo8bqd"">
<div class=""MuiListItemText-root MuiListItemText-multiline css-1xar93x"">
<div class=""MuiTypography-root MuiTypography-body2 MuiListItemText-secondary css-1g1yogv"">
<div>
<p>City of Orlando Library Parking Garage, 112 East Central Blvd., Orlando, FL 3280</p>
</div>
</div>
</div>
</li>
</ul>
<p><strong>Parking:</strong>&nbsp;<span data-olk-copy-source=""MessageBody"">Let a parking attendant know that you are coming as a VUCF Volunteer</span></p>
<p><strong>Attire:</strong>&nbsp;<span data-olk-copy-source=""MessageBody"">Please wear a UCF shirt/sweater</span></p>",City of Orlando Library,2025-10-12 18:00:00+00:00,2025-10-12 20:00:00+00:00,['Community Service']
Collegiate Cyber Defense Club,[],"<div class=""container"">
<div class=""right-container"">For more info, please visit&nbsp;<a href=""https://plinko.horse/"">plinko.horse</a>. Do not be afraid to ask questions in the&nbsp;<a href=""https://hackucf.org/discord"">hackucf.org/discord</a>, we are there to help!<br /><strong>SIGN UP HERE ---&gt;&nbsp;<a href=""https://hr.plinko.horse/"">hr.plinko.horse</a></strong> <em>(Spots fill up fast! Find a team of 4!)</em><br /><br />
<h2 style=""text-align: center;"">The Horse Plinko Cyber Challenge (HPCC) is a student-run cyber defense competition hosted at the University of Central Florida.</h2>
<div>It is a joint effort between <strong>UCF's Collegiate Cybersecurity Competitions (C3) Team</strong> and <strong>Hack@UCF</strong>. In the hackathon spirit, the first HPCC was developed (from conception to competition day) in a little over a month. While the scope has expanded since then, the core principles remain the same.</div>
<div class=""container"">
<div class=""left-container"">&nbsp;</div>
<div class=""right-container"">Horse Plinko is a <strong>beginner-friendly event</strong>. We work on a &ldquo;low skill floor, high skill ceiling&rdquo; basis. New players should feel challenged but not overwhelmed, and experienced players should have a chance to show off their skills. Horse Plinko gives players practical cybersecurity experience. We focus on skills that are useful in the industry <em>(Linux/Windows system administration, SIEM and firewall management, best practices, and more)</em> and strive to reward players for doing the basics consistently and thoroughly.</div>
</div>
<div class=""container container-rev"">
<div class=""right-container"">&nbsp;</div>
</div>
<div class=""container"">
<div class=""right-container"">Horse Plinko is a good time. We believe that professionalism and fun can coexist, and that students involved in an active community of their peers are more likely to succeed in school, career, and beyond.</div>
</div>
</div>
</div>",Engineering 1 & 2,2025-10-11 14:00:00+00:00,2025-10-12 23:00:00+00:00,[]
Multicultural Student Center,"['Filipino Student Association', 'Multicultural Student Center']","<p class=""x_p1"" dir=""ltr""><span data-olk-copy-source=""MessageBody"">🇵🇭✨ Mabuhay UCF! ✨🇵🇭</span></p>
<div dir=""ltr"">&nbsp;</div>
<div>Join us at Filo-Fest 🎉 in collaboration with @fsa_ucf for a celebration of Filipino culture and community!</div>
<div dir=""ltr"">&nbsp;</div>
<div>📅 October 12th</div>
<div>⏰ 2 PM &ndash; 7 PM</div>
<div>📍 Lake Claire</div>
<div dir=""ltr"">&nbsp;</div>
<div>Enjoy an exciting day filled with performances, street games, art, fashion, delicious food, and cultural activities for everyone. 🌏✨</div>
<div dir=""ltr"">&nbsp;</div>
<div>This special event is part of Filipino American History Month, bringing together the UCF community to honor and celebrate Filipino traditions and spirit. 🌏</div>
<div dir=""ltr"">&nbsp;</div>
<div>Don&rsquo;t miss this vibrant showcase, come celebrate with us! 💛</div>",Lake Claire,2025-10-12 18:00:00+00:00,2025-10-12 23:00:00+00:00,[]
Project Spotlight,[],"<p>Join us for our Ten Minute Play Competition where the audience can vote for their favorite!&nbsp;</p>
<p>November 11th and 12th at 7:00pm in Studio 1 of the PAC (theatre side).&nbsp;</p>
<p>Admission is free! Donations are encouraged!&nbsp;</p>",PAC Studio 1,2025-10-12 23:00:00+00:00,2025-10-13 01:00:00+00:00,[]
UCF Arboretum,[],"<div class=""copy-paste-block"">Come join us and get your hands dirty in our community garden! Learn how to set up a farm, transplant, prune, propagate, plant, and many other tasks that keep a garden growing! Closed-toed shoes MUST be worn, or you will not be able to participate. Gloves are also required in the case of ants, so please bring your own, or you can borrow a pair from us. Please be sure to bring a reusable water bottle! For the next few months, the weather will be very hot so dress appropriately (&amp; we will take a few water breaks throughout). Thank you!</div>
<div class=""copy-paste-block"">
<p><strong>*All volunteer shift hour requests MUST be submitted by 5pm on Friday of each week. Any late requests will be automatically denied.</strong></p>
<p><strong>*Volunteers may miss NO MORE than 3 volunteer shifts!! If you can no longer attend, change your RSVP beforehand!</strong></p>
<p><strong>**If you experience a waitlist issue and are moved into the RSVP at the last minute, please send us a screenshot of the Knight Connect&nbsp;email that notified&nbsp;you.</strong></p>
<p><strong>***If you show up after the volunteering group has moved to the farm, you cannot earn the full 2 hours of service credit.</strong></p>
<p>If you have any questions about this event, feel free to email @kristen.barger@ucf.edu :)</p>
</div>",Arboretum,2025-10-13 14:00:00+00:00,2025-10-13 16:00:00+00:00,[]
GenCLEO@UCF,[],"<section class=""css-1w2p18d ef8693v3"">
<div class=""css-1ewqap6 ef8693v1"">
<div class=""css-xtvjy3"">
<div class=""css-1njhs7w et84t5r0"">
<div id=""collapseEventDetail-description"" class=""css-gygapm ejb1rhe1"">
<div>
<p></p>
<p data-start=""119"" data-end=""163"">🌎 <strong data-start=""122"" data-end=""158"">GenCLEO Action Weekly Phonebanks</strong> 🌎</p>
<p data-start=""165"" data-end=""417"">Join us every Monday and Thursday from 5:00&ndash;6:00 PM for our recurring virtual phonebanks! Together, we&rsquo;ll be reaching out to voters in Districts 1 and 3 to share who GenCLEO Action is endorsing as a Climate Champion in this upcoming election.</p>
<p data-start=""419"" data-end=""570"">This is a great way to earn service hours, build advocacy skills, and take action for the future of our planet&mdash;all from the comfort of your home!</p>
<p data-start=""572"" data-end=""659"">📅 <strong data-start=""575"" data-end=""584"">When:</strong> Every Monday &amp; Thursday, 5:00&ndash;6:00 PM<br data-start=""622"" data-end=""625"" />💻 <strong data-start=""628"" data-end=""638"">Where:</strong> Virtually via Zoom</p>
<p data-start=""661"" data-end=""683"">👉 <strong data-start=""664"" data-end=""681"">Sign up here:</strong></p>
<ul data-start=""684"" data-end=""737"">
<li data-start=""684"" data-end=""709"">
<p data-start=""686"" data-end=""709""><a class=""decorated-link"" rel=""noopener"" data-start=""686"" data-end=""707"">Monday Phonebanks</a></p>
</li>
<li data-start=""710"" data-end=""737"">
<p data-start=""712"" data-end=""737""><a class=""decorated-link"" rel=""noopener"" data-start=""712"" data-end=""735"">Thursday Phonebanks</a></p>
</li>
</ul>
<p data-start=""739"" data-end=""805"">⭐ Earn <strong data-start=""746"" data-end=""764"">1 service hour</strong> for each phonebank session you attend!</p>
<hr data-start=""807"" data-end=""812"" />
<p data-start=""814"" data-end=""846"">📲 <strong data-start=""817"" data-end=""844"">Stay connected with us!</strong></p>
<ul data-start=""847"" data-end=""988"">
<li data-start=""847"" data-end=""922"">
<p data-start=""849"" data-end=""922"">Join our Discord: <a class=""decorated-link"" href=""https://discord.gg/eJraz8rP?event=1420214346604089445"" target=""_new"" rel=""noopener"" data-start=""867"" data-end=""920"">https://discord.gg/eJraz8rP?event=1420214346604089445</a></p>
</li>
<li data-start=""923"" data-end=""988"">
<p data-start=""925"" data-end=""988"">Follow us on Instagram: <a class=""decorated-link"" href=""https://www.instagram.com/gencleo_ucf"" target=""_new"" rel=""noopener"" data-start=""949"" data-end=""986"">https://www.instagram.com/gencleo_ucf</a></p>
</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</section>",Online,2025-10-13 21:00:00+00:00,2025-10-13 22:00:00+00:00,['Community Service']
GenCLEO@UCF,[],"<p>RSVP on KnightConnect and sign up with this link:<a href=""https://www.mobilize.us/cleoinstitute/event/828741/"">https://www.mobilize.us/cleoinstitute/event/828741/</a></p>
<p>&nbsp;</p>
<div class=""css-15xgxri eaulwr52"">
<p>Join GenCLEO every Monday from 5:00 PM &ndash; 6:00 PM this fall for a virtual weekly phonebank in Orlando!</p>
<p>&nbsp;</p>
<p>We&rsquo;ll be calling community members to check voter registration status, help them register to vote by mail, and ensure their readiness for the upcoming elections.</p>
<p>No experience necessary&mdash;training and scripts are provided. Let&rsquo;s make every vote count!</p>
</div>",Online,2025-10-13 21:00:00+00:00,2025-10-13 22:00:00+00:00,['Community Service']
Student Athletic Trainers Organization,[],"<p>We will be having our next meeting Monday, October 13th at 5pm in the Health Sciences 2 building in room 0123. Our speaker is&nbsp;Courtney Butler from the Orlando Ballet! She'll be speaking about her experience as the head athletic trainer there, as well as going over her most commonly used manual therapies (lower extremity joint mobilizations, IASTM tools, and cupping). Please fill out this google form if you have interest in attending&nbsp;<a href=""https://forms.gle/UTxxGDnZ1VaiMYsLA"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?q=https://forms.gle/UTxxGDnZ1VaiMYsLA&amp;source=gmail&amp;ust=1759842046172000&amp;usg=AOvVaw0ANoJZOuyni96QGI6Ry0ex"">https://forms.gle/<wbr />UTxxGDnZ1VaiMYsLA</a>&nbsp;. Can't wait to see you all there!</p>",Health Sciences 2 Building,2025-10-13 21:00:00+00:00,2025-10-13 22:30:00+00:00,[]
WISE Women in Hospitality,[],<p>Join us for our professional development meeting with the dynamic Dr. Jessica Wickey Byrd as she speaks on the topic Overcoming Imposter Syndrome: Unlocking Your Full Potential.&nbsp;</p>,RCHM Room TBD,2025-10-13 22:00:00+00:00,2025-10-13 23:00:00+00:00,[]
Korean Culture Club,[],<p>Wanna learn how to make the fermented food called kimchi? Join KCC as we host a Kimchi Making Social at the Lake Claire Pavilion on October 13th! A small donation of $3 will be requested of all attendees.</p>,Lake Claire Pavilion ,2025-10-13 22:00:00+00:00,2025-10-14 00:00:00+00:00,[]
Honors Congress ,[],"<ol>
<li>Get ready to shine on the silver screen in this Movie Making Challenge. Given only about an hour film, edit, and show off a short film to the other honors congress students! Join us on Monday October 13th at 7 PM in BHC 130/131!</li>
</ol>",BHC 130/131,2025-10-13 23:00:00+00:00,2025-10-14 01:00:00+00:00,[]
